ID,Age,Experience,Income,ZIP Code,Family,h1,h2,h3,h4
2635,34,9,75,94303,1,13439,20478,28914,58350
2636,40,14,33,95616,2,14723,20294,24287,42698
2637,38,13,179,93943,1,11448,24990,29842,22180
2638,51,26,69,94005,3,14219,16709,44680,57377
2639,28,4,45,94025,1,10040,13343,33098,2506
2640,52,26,59,95762,3,14841,23381,15979,50361
2641,39,13,81,94309,2,10795,18925,23974,70419
2642,29,5,133,90095,1,12087,13062,22597,49217
2643,54,29,81,92096,2,10676,18684,43508,74545
2644,63,38,14,92630,4,10228,21095,26596,57226
2645,40,14,28,94061,2,12172,17883,33352,52083
2646,36,12,93,95125,2,14626,15088,38932,21860
2647,45,20,191,92007,3,14690,13769,19175,23770
2648,61,37,155,91605,1,12117,13656,36842,8562
2649,26,0,155,93105,2,14693,22234,21634,7161
2650,33,8,68,92407,4,11978,20265,21544,38444
2651,64,40,52,95060,2,13937,18020,41996,55441
2652,43,17,51,94025,1,11249,15565,33056,64081
2653,24,0,44,90089,4,10176,24656,31230,48852
2654,30,5,121,94555,2,10270,17259,18069,27202
2655,60,36,49,94965,4,14694,15921,40788,72800
2656,50,26,42,91784,2,14917,12945,40507,41126
2657,40,15,144,91040,1,11440,23834,20955,16541
2658,31,6,72,94583,1,13184,13589,43731,7217
2659,30,4,44,94304,1,13479,17980,36438,71748
2660,60,35,43,91763,3,12950,16815,29913,26940
2661,39,14,74,93063,1,10031,21901,18931,5828
2662,66,41,145,90009,1,13753,17813,21710,69082
2663,65,41,158,92346,2,10144,14067,42483,63276
2664,54,28,78,91311,4,10378,13731,30904,67287
2665,54,29,154,95014,1,13769,20100,26356,50637
2666,35,9,105,90064,2,10803,15171,21623,70352
2667,32,7,100,92126,3,14518,22336,30369,39597
2668,63,39,58,94112,1,12152,19609,23918,26818
2669,60,35,113,94507,1,13388,15943,34685,40501
2670,43,18,10,91902,2,13796,21577,42573,42500
2671,59,33,142,94080,2,14131,18855,40339,5803
2672,62,37,128,92093,1,12547,20706,39507,55377
2673,30,5,131,92068,3,12358,20946,34187,5477
2674,54,30,88,92647,4,11164,14366,29679,37425
2675,30,6,101,90245,2,10082,23324,32990,14811
2676,31,1,70,92115,2,13595,12776,37733,48895
2677,44,20,122,91765,1,14484,23256,31465,34312
2678,32,8,70,91423,3,10647,19357,25393,34871
2679,63,38,148,93023,2,10883,14619,25992,34418
2680,57,32,43,92704,2,13176,12737,21820,23767
2681,60,30,31,95060,1,10176,14169,31169,48495
2682,37,11,35,94609,2,10496,19947,23768,62322
2683,53,27,81,90032,4,10187,19046,23255,66402
2684,51,25,19,95812,1,14187,16875,37395,31968
2685,30,5,98,92028,4,14436,19192,26958,43204
2686,28,2,101,90280,4,12929,20256,43251,21143
2687,50,24,81,95053,2,13726,16434,25497,53783
2688,52,27,135,93561,1,11585,15578,24078,20796
2689,56,30,34,94542,2,12384,22869,23160,65782
2690,40,16,104,91730,1,10634,15669,34401,41888
2691,64,38,29,90245,3,13341,19801,32206,16152
2692,61,36,119,95064,2,13913,21981,34864,70918
2693,46,20,82,90230,2,11934,14687,30607,48415
2694,55,29,62,90089,1,13673,13066,33297,70263
2695,45,19,85,94720,3,11980,15423,27825,64301
2696,40,15,8,94960,2,10366,17966,26104,19413
2697,63,37,78,91711,4,12528,23348,24717,33981
2698,57,32,44,93407,3,12640,24529,37188,5818
2699,38,14,122,95819,2,12704,14671,17802,74333
2700,37,11,22,90035,3,13359,16054,26040,28230
2701,31,5,39,94590,4,14180,23640,21176,27716
2702,50,26,55,94305,1,14550,19885,44782,15424
2703,42,18,144,94063,2,12242,16496,36170,65448
2704,51,27,71,92521,1,10015,16922,24198,42865
2705,38,13,191,91710,2,11995,19083,35866,22310
2706,53,26,22,92831,1,10459,15164,29351,60527
2707,43,17,158,90740,1,10401,22845,39843,12145
2708,35,9,131,90089,3,14028,22518,22057,3716
2709,49,24,75,95670,1,13160,24370,19670,40369
2710,28,4,69,94305,3,13554,20696,42096,23646
2711,51,27,39,94304,2,10684,13271,30604,50787
2712,39,14,34,94939,4,11798,18649,40236,58386
2713,31,7,32,91320,1,10946,19412,39845,70806
2714,44,18,129,92028,1,12998,24481,22475,62853
2715,46,20,158,92870,3,14792,19744,40454,39687
2716,42,18,54,90089,1,13902,18743,25983,12198
2717,41,17,34,92182,1,13611,21630,44303,37213
2718,23,-2,45,95422,4,12630,18322,23982,38367
2719,59,33,68,95064,2,14304,23098,21502,46216
2720,47,21,53,95929,1,14428,24587,16108,63989
2721,48,23,32,93302,1,10213,24775,33449,64024
2722,58,33,173,92121,2,14248,23673,23035,15117
2723,58,34,31,92126,4,11729,18690,18026,51297
2724,54,29,72,94558,2,11933,22828,20970,64580
2725,49,24,30,90212,4,10274,18801,36597,67945
2726,63,38,138,92675,1,13018,16241,17889,74362
2727,62,37,18,92028,1,10266,20688,26534,16169
2728,45,19,69,90840,1,11356,22769,31940,14065
2729,39,13,58,94555,3,14872,23417,20490,27550
2730,58,34,63,90007,4,12343,20491,20675,16134
2731,56,30,43,90401,2,12097,16924,32809,8310
2732,29,5,28,96651,1,11413,14120,43259,53309
2733,33,9,38,93106,1,13280,12998,32060,53233
2734,55,29,72,93107,3,12300,22409,17352,27406
2735,56,31,64,94126,4,13757,24526,17890,60583
2736,36,12,70,92131,3,11764,20297,25434,45129
2737,53,29,12,95621,1,11457,20131,24277,60304
2738,57,31,159,94577,2,14670,18688,41012,70928
2739,35,9,103,95120,2,14142,17963,20771,42344
2740,43,18,42,91330,1,13400,18612,37303,21393
2741,54,29,48,92182,2,11762,16484,30273,47474
2742,29,3,49,90266,1,13414,20344,26154,71765
2743,39,14,89,95762,2,11007,18312,41288,38568
2744,32,8,22,94583,4,14548,18327,26080,31167
2745,51,27,10,92121,2,12070,20703,34856,3718
2746,50,25,38,95616,1,12405,21218,32168,7518
2747,54,29,49,92703,2,10413,20373,19238,40382
2748,38,12,30,91765,2,12656,18409,23687,34740
2749,32,7,82,94305,1,12058,23358,29575,51097
2750,62,37,82,94086,1,12137,14365,26373,54157
2751,57,33,24,94501,1,10397,17865,37179,20374
2752,47,23,32,92251,4,10871,21624,37281,53695
2753,51,25,34,95819,3,14816,23876,20664,54558
2754,54,27,195,93117,2,14135,16886,40097,57284
2755,26,1,61,93943,4,10329,16160,28619,13538
2756,37,11,22,93711,3,14785,22654,26353,55727
2757,27,0,40,91301,4,13077,18647,20439,44465
2758,63,38,50,93943,2,10793,21487,19335,8526
2759,62,36,35,94501,2,10803,21977,22952,14834
2760,59,33,64,95617,3,12124,15336,34403,54720
2761,32,7,49,94080,3,11320,13264,23615,66194
2762,35,8,44,95045,4,14399,18271,43626,63495
2763,56,31,65,93403,2,10648,20145,39996,32011
2764,55,31,13,93943,4,14506,15359,39046,16509
2765,31,5,84,91320,1,12701,17562,33984,63531
2766,54,29,28,92093,4,12179,23110,30327,19047
2767,58,32,108,95123,3,12589,13900,33799,47609
2768,48,24,59,90401,1,11313,19798,23066,3947
2769,48,22,163,95819,1,13284,19776,39488,13841
2770,33,9,183,91320,2,14315,21873,37025,13292
2771,36,6,69,90024,4,12401,17253,28158,49363
2772,41,16,115,92333,1,11259,23777,23249,18751
2773,55,31,130,92646,4,10305,13253,24934,10550
2774,63,37,185,94309,2,13980,17758,34327,69405
2775,53,29,118,94066,2,12912,20733,23788,16191
2776,38,13,163,95039,1,12236,24760,20897,44704
2777,46,20,140,93106,2,11303,15714,41895,57346
2778,59,33,91,94122,2,12657,14548,40809,38959
2779,56,31,61,92646,4,14051,17831,41575,29884
2780,59,35,168,95521,4,14580,16504,25787,24512
2781,39,13,69,90630,3,11741,14586,24760,71254
2782,47,21,22,92037,1,10159,19268,32878,27053
2783,47,22,53,92691,1,13253,16084,24580,70730
2784,53,26,25,92123,2,11989,20101,39842,28659
2785,36,9,115,91765,4,10427,17382,43470,30756
2786,34,9,31,92521,4,12006,15937,23801,9983
2787,36,10,83,94705,1,11921,14189,26662,13426
2788,60,34,152,92807,2,12943,18714,39590,16223
2789,45,20,30,96003,1,14401,21056,34537,18028
2790,27,3,34,90065,1,12097,22913,18092,74249
2791,47,22,44,95821,1,13317,17079,40548,40373
2792,44,20,182,94710,2,13623,18178,35502,42554
2793,54,30,44,95616,3,13177,13605,36281,18533
2794,57,33,122,94301,2,10864,24705,21926,15539
2795,52,26,35,94550,4,10188,22215,34069,60220
2796,51,25,91,92407,1,11005,22450,35054,26763
2797,57,32,30,94024,2,11183,22562,19507,46779
2798,65,39,53,94608,1,13462,15112,39169,30782
2799,58,33,28,94720,1,11737,17324,22012,67962
2800,64,39,85,94720,4,12027,16110,33333,68288
2801,52,26,28,93907,2,11993,15742,44361,71377
2802,58,34,41,91016,4,13853,14538,38515,10118
2803,52,22,154,90650,1,13952,20018,16604,36294
2804,43,18,41,92831,1,11449,23125,36263,38787
2805,56,32,33,95014,3,13481,14941,20649,13239
2806,37,12,182,94523,3,14080,17996,33668,18983
2807,53,27,59,90740,2,10224,13126,29603,66506
2808,27,2,129,90009,2,12338,24411,29428,53308
2809,53,27,35,94583,3,14344,15355,27119,32764
2810,42,16,185,94705,3,13381,16481,26327,30698
2811,58,34,45,93943,4,10185,23692,28774,15785
2812,36,12,62,94065,4,13862,16428,35230,60584
2813,53,28,183,96008,3,14527,12737,22467,42681
2814,48,22,14,94303,2,14306,13176,37172,9664
2815,54,28,53,94002,1,14073,20854,31685,51531
2816,26,1,48,94019,3,11464,16514,37972,18908
2817,50,26,128,92780,2,14960,13849,28775,30448
2818,31,7,105,94025,1,12406,14791,22845,19413
2819,35,9,40,93943,3,12601,18408,22790,64496
2820,63,37,10,90095,2,14340,18006,16681,51361
2821,29,4,102,90245,2,10692,18818,20069,67528
2822,57,32,31,94143,3,12647,17276,35314,10818
2823,30,5,30,90245,4,13197,23974,23136,13982
2824,33,7,21,90095,1,14513,19352,15836,69637
2825,62,36,44,92867,2,10912,16523,32326,30247
2826,35,10,48,95060,1,14170,24156,16267,43887
2827,37,11,21,94604,3,12702,16188,36290,72217
2828,37,11,84,90266,4,10775,21387,19300,39486
2829,35,10,64,94306,3,14602,13607,27994,70570
2830,35,9,82,94720,1,10643,22312,27569,68998
2831,59,35,39,95616,4,14094,16413,40158,46510
2832,53,27,45,90405,2,14214,18280,21659,40153
2833,45,21,133,92056,4,11530,24064,16431,57616
2834,46,22,152,90009,2,11037,19198,41526,57929
2835,40,16,12,90033,1,10573,14794,40365,29467
2836,42,16,32,94112,3,14991,12763,19193,70333
2837,25,1,74,94085,4,10139,17283,16605,74547
2838,39,14,54,92037,2,10259,17225,24044,68937
2839,30,6,181,94542,3,14401,24518,36641,4085
2840,58,33,75,90034,2,12645,15270,30120,56507
2841,41,15,95,91101,3,11345,20195,42493,28104
2842,37,11,190,94305,4,10817,15364,39501,30990
2843,36,11,90,94709,1,10182,22855,21878,74888
2844,27,3,20,95616,4,14182,14349,18746,73505
2845,60,34,64,95014,3,10718,18944,34753,24531
2846,62,36,85,90019,2,10291,22417,28383,60092
2847,67,43,105,93711,4,12951,18009,37532,28024
2848,44,18,21,90840,1,10814,19900,39009,44411
2849,24,-1,78,94720,2,10567,19764,29549,30922
2850,45,21,158,94085,2,10197,15869,23004,60375
2851,58,34,125,94720,1,10231,19413,25948,20178
2852,61,36,81,95449,3,10363,18676,23400,47339
2853,54,29,183,93105,1,13386,19851,17786,17646
2854,28,3,54,94550,4,14542,22315,37806,44412
2855,49,24,79,94025,4,14497,23469,18478,18098
2856,35,11,38,91706,1,12940,18322,22549,5234
2857,36,10,172,94704,4,13801,19713,32515,42975
2858,34,8,184,93106,3,11159,17539,38454,25802
2859,36,11,158,95054,2,12848,19256,39305,35103
2860,35,11,188,94596,1,12738,16797,38735,34223
2861,27,2,20,95064,4,12637,16012,26370,47782
2862,42,18,60,92677,4,10771,21601,39628,62771
2863,65,39,113,92096,4,14497,19495,30435,70584
2864,29,5,70,93101,4,13469,18482,29326,71045
2865,65,41,84,95762,2,13966,23480,17646,26337
2866,59,33,23,94002,2,12525,21492,39060,31587
2867,46,22,141,90089,2,13645,18471,15638,60682
2868,59,33,110,90007,3,14200,14013,21160,30857
2869,52,26,31,94923,4,14015,23452,16909,46106
2870,60,35,22,92660,1,10676,16361,20536,58109
2871,43,17,91,95134,1,10648,20811,33256,3164
2872,65,39,82,94131,4,11170,23026,22520,20667
2873,50,26,23,92630,1,14669,12519,24497,2776
2874,48,23,35,93943,1,14993,22719,28713,72303
2875,49,25,114,91380,1,12941,22828,26938,31832
2876,58,33,18,94402,3,14406,17336,17858,68255
2877,24,-2,80,91107,2,13852,15184,21818,73784
2878,58,32,74,95817,2,12389,24535,41719,26479
2879,45,19,122,94590,4,14050,24225,30718,20785
2880,42,15,73,94545,3,10860,21920,41065,59353
2881,64,40,40,96064,2,10471,16749,17998,7055
2882,49,25,55,92103,4,14299,18291,17113,58408
2883,55,31,69,90089,1,14164,14698,30638,36354
2884,40,14,92,90024,4,13108,19555,31002,61876
2885,28,2,48,93943,4,12759,16986,32179,33944
2886,57,31,113,91711,4,13278,23187,27366,42800
2887,50,25,58,93940,1,14171,17461,44752,27140
2888,40,16,109,94025,2,14577,24951,28660,42754
2889,55,28,39,94542,3,10796,13846,39693,56359
2890,53,29,33,94591,3,13395,14474,42104,51475
2891,48,24,18,94304,4,11737,17343,18348,62755
2892,59,33,63,90044,1,13687,20378,33668,65411
2893,58,32,43,92093,1,11691,24734,33257,28069
2894,38,14,70,94022,4,12021,18223,42404,56237
2895,49,25,19,94545,1,13039,17527,34560,34624
2896,60,36,39,94501,4,10265,19911,42021,71559
2897,54,28,81,94720,3,14438,15459,35489,73830
2898,28,2,34,92161,4,10742,16238,20995,69247
2899,27,1,140,91711,1,11978,18539,21252,22560
2900,42,18,114,94305,1,13074,15755,41209,57383
2901,52,28,55,91320,2,10702,21662,31194,35077
2902,54,30,21,95351,1,10234,12825,43212,20779
2903,56,30,50,94022,4,10294,20871,21161,11190
2904,58,34,41,95833,3,12309,20367,23042,36247
2905,56,32,190,90032,3,12899,14010,42721,12316
2906,64,40,8,94110,2,13138,23205,26084,71407
2907,35,8,55,92870,2,11792,18631,44650,25864
2908,45,20,40,91763,2,10520,14606,31248,2822
2909,57,32,22,95616,3,11734,14537,34588,74540
2910,35,8,44,94590,2,10135,18968,39450,74700
2911,46,22,102,95039,3,12029,13252,36282,58188
2912,30,4,54,93033,4,14443,20059,38005,59544
2913,44,20,130,90291,4,12027,16906,40130,7565
2914,39,12,75,94501,3,12670,21748,23413,30045
2915,42,18,42,95929,2,11194,21220,41021,37007
2916,34,9,133,92110,1,13876,20316,43826,7934
2917,46,20,40,92037,1,13034,23377,21018,3558
2918,55,31,34,94305,3,11019,22048,19494,65683
2919,28,3,142,93727,1,12571,15332,23397,18880
2920,35,10,64,94542,3,11895,24108,35759,32295
2921,60,35,44,94720,2,12674,23064,40310,45696
2922,50,24,95,91401,1,13700,16057,38719,6941
2923,52,26,49,90011,1,11957,12820,38336,12882
2924,51,27,12,91007,2,13347,17463,33591,41263
2925,51,26,98,90024,1,14047,24944,43989,72467
2926,59,35,42,91711,4,13528,24255,31847,56577
2927,53,28,44,92152,2,14621,18144,32579,27959
2928,43,17,124,94117,1,10807,17804,42752,9100
2929,31,6,175,95005,2,12351,24846,37972,25457
2930,32,6,22,94061,4,11990,19123,40369,32916
2931,41,17,78,95929,4,10905,18465,16705,49524
2932,31,4,54,91741,2,13910,19901,26836,18032
2933,41,16,154,92407,1,10886,15892,23598,47660
2934,47,22,42,95820,3,11983,20432,25770,57308
2935,37,13,195,91763,2,14401,15722,25706,50510
2936,53,23,80,93023,1,14248,24403,38601,58163
2937,49,22,81,94301,3,11097,21546,24824,26354
2938,62,36,89,94022,2,14370,15207,16481,37610
2939,33,9,61,93943,3,12646,23326,18877,8217
2940,54,24,25,90016,4,13822,14407,22511,47405
2941,27,3,43,90245,3,13730,14564,40151,20455
2942,60,35,122,92606,1,11283,13329,35279,74149
2943,29,5,160,90405,1,14732,20278,31952,29491
2944,56,32,83,91320,4,10395,18963,31809,62944
2945,55,30,79,92182,2,11050,21265,23680,31885
2946,45,19,30,94305,3,13546,20996,22779,23694
2947,33,9,145,94110,1,12776,16081,43416,68025
2948,45,21,151,90024,2,12928,24759,27756,8087
2949,44,18,14,94720,2,13728,23543,39772,21537
2950,37,11,19,95054,3,11110,15747,29475,63147
2951,42,16,55,95820,1,10189,23457,43842,31440
2952,26,2,132,94720,2,14706,18408,36592,63843
2953,33,8,182,94065,1,10413,23589,42823,42723
2954,61,36,78,91330,3,13960,13265,44128,45118
2955,31,7,42,95822,1,13847,12853,43807,44741
2956,54,29,44,95518,2,10696,24211,35859,28290
2957,62,38,195,91125,4,13287,15720,21993,73634
2958,61,36,53,92717,3,11462,15203,28101,45137
2959,66,41,65,92612,3,14759,20328,25061,15705
2960,38,12,43,94305,4,14114,21080,42654,6228
2961,55,29,38,90035,4,13823,16132,36009,10348
2962,60,36,50,95741,1,10808,19004,21544,74655
2963,23,-2,81,91711,2,12619,23691,39598,46903
2964,29,3,41,94588,1,10182,14989,27402,56698
2965,35,10,73,93943,3,14821,22242,16619,13238
2966,53,27,31,91605,2,14756,17395,26572,5406
2967,32,7,84,91320,3,13637,15876,25045,30673
2968,38,14,95,94109,2,12615,22217,18132,26795
2969,44,18,162,90840,4,12316,21129,19883,54713
2970,43,18,60,95039,2,10605,17051,20399,9104
2971,54,30,121,95039,2,13398,14169,28549,55121
2972,52,25,43,91380,3,10356,21514,23777,64234
2973,31,7,38,92182,1,14306,16316,20089,25284
2974,47,22,82,92084,1,11006,12833,19587,16682
2975,42,18,52,95008,4,12111,24402,19278,63551
2976,57,33,43,91016,3,13765,22391,22803,35826
2977,33,8,82,95747,1,12384,18877,35928,70169
2978,35,10,161,94109,1,12921,15974,21322,6145
2979,56,30,24,94550,2,13485,17842,15653,16610
2980,57,32,102,90210,1,10485,22217,23072,41999
2981,25,-1,53,94305,3,12257,15026,39402,25295
2982,53,28,85,92037,1,13846,14151,36339,27254
2983,59,33,111,95120,3,10650,12844,16096,20909
2984,56,32,90,95054,2,11935,24072,44008,53577
2985,54,28,94,92709,2,14826,15468,34975,17028
2986,48,23,63,94606,4,14169,13483,32304,59963
2987,55,30,153,94305,2,13016,20865,39764,34948
2988,33,7,39,92037,2,11521,22922,39252,66434
2989,46,21,205,95762,2,10959,24369,15558,29211
2990,42,18,142,93106,1,11365,14744,19185,6668
2991,49,25,163,94608,2,11637,17200,34164,45293
2992,42,17,113,93014,3,10372,14607,30649,22119
2993,46,21,64,92104,1,10378,12853,35161,39216
2994,65,40,20,92647,3,10582,20840,18249,60890
2995,50,24,179,94025,1,12753,18256,26928,35661
2996,54,24,91,91101,2,10671,15408,30406,68339
2997,42,18,103,91367,1,13050,18396,25348,44152
2998,57,33,80,95053,4,12060,22470,34031,72039
2999,61,35,38,93106,2,14394,14282,34166,13867
3000,60,34,44,94143,1,10393,24541,17984,7106
3001,40,14,164,94720,1,10350,17442,26595,74127
3002,33,7,81,92647,3,13740,13841,36717,7437
3003,37,13,95,90095,2,14572,19396,44421,46438
3004,52,28,44,90747,3,11605,17862,40213,48028
3005,33,7,88,94583,3,12819,21463,17178,61552
3006,62,36,148,94111,3,12354,12826,39543,18661
3007,62,37,169,95014,3,11412,21749,43137,55659
3008,63,37,11,91711,1,12278,15797,36774,54547
3009,55,25,92,94550,1,11723,14020,17871,16417
3010,33,9,74,92120,3,13287,12554,31865,57201
3011,25,1,72,94301,3,10725,20959,32321,73826
3012,55,31,63,95616,3,13980,22094,28659,47027
3013,29,3,172,92373,2,12794,15686,25527,27191
3014,45,21,183,90029,2,13483,24092,42700,16748
3015,60,34,40,91311,1,14955,14905,38729,27086
3016,44,18,68,92673,4,14663,19913,38790,73307
3017,48,23,78,91423,4,12445,22440,36945,65582
3018,57,32,68,90041,2,12729,20149,44066,48767
3019,58,32,49,94005,1,14128,18626,43880,26428
3020,58,33,39,94132,2,12234,12978,25917,74837
3021,44,20,151,95193,1,14490,23865,16462,43312
3022,54,28,159,90245,2,11722,20068,30043,49191
3023,59,33,89,94608,4,14420,14447,23574,36116
3024,63,37,105,92694,4,10530,24600,19003,59664
3025,61,35,78,90840,2,13899,20113,24256,35288
3026,58,32,128,94609,2,10406,16752,36488,29862
3027,44,20,81,90254,4,13225,19546,27272,7749
3028,53,29,50,93305,4,14836,16240,41147,62401
3029,63,39,38,92624,3,13394,21236,28568,61085
3030,41,17,119,94960,2,12223,24207,44887,33437
3031,50,26,110,94509,3,11153,14905,19298,63475
3032,51,25,29,90212,1,14079,22550,20676,55893
3033,47,22,19,94590,1,13755,16525,35376,45592
3034,43,19,130,90630,2,14067,19921,22332,10117
3035,46,21,38,90024,1,11221,20623,17723,14928
3036,50,24,31,95054,1,11426,21296,20894,4571
3037,33,9,14,91320,4,14556,20053,41956,7359
3038,27,2,158,95060,3,12955,19465,21100,51138
3039,34,8,39,92124,4,13602,14200,41603,10006
3040,34,9,141,95616,2,14061,14532,41443,50458
3041,28,2,33,95814,3,13683,19034,27292,34733
3042,29,5,92,95006,2,13620,13903,33290,74931
3043,52,26,78,94301,3,10698,20840,23369,55257
3044,47,22,42,91754,3,11554,16520,41109,36965
3045,41,16,15,94124,2,11361,24103,18466,2739
3046,58,32,48,91768,1,11513,23934,23964,54889
3047,37,12,63,95630,3,11971,20334,36706,67356
3048,57,33,149,95060,1,10398,24452,42858,45533
3049,63,39,49,90275,1,12658,19921,43875,40395
3050,60,35,125,94720,2,12994,15534,37642,57562
3051,50,25,58,92131,1,10914,13977,16575,42991
3052,60,35,48,94538,3,14936,14908,39174,65725
3053,54,30,75,94720,2,11348,15921,32491,56131
3054,28,4,114,92521,2,13792,17864,21977,34484
3055,45,21,134,92697,4,12798,14362,32321,22311
3056,28,2,111,94305,4,12139,24633,37240,28180
3057,54,29,62,94301,4,12816,12727,30386,28381
3058,42,18,45,95616,1,13193,22705,41829,14694
3059,30,4,113,90064,2,11321,23668,36830,17087
3060,61,36,128,94550,1,14442,13734,22247,36859
3061,64,38,168,94061,4,14170,17556,35739,16582
3062,38,13,81,90095,1,14779,13340,31858,48254
3063,39,14,75,92521,1,10109,14427,26205,38253
3064,54,29,21,95841,4,11080,22790,26544,34656
3065,59,33,83,94701,3,11094,24080,18818,22332
3066,39,15,121,92354,1,14953,19466,26667,13838
3067,63,33,40,91320,4,11080,20875,35183,6125
3068,31,5,101,94501,1,14244,22447,43559,64915
3069,56,26,90,92120,2,13025,18889,16172,73805
3070,47,20,68,91320,1,12970,23496,40862,50652
3071,28,3,74,91330,2,11051,13755,27709,37774
3072,32,8,74,93023,4,11614,15182,17834,7931
3073,54,30,51,92821,2,11122,12779,17182,73693
3074,29,5,149,94611,1,10608,14981,25771,6557
3075,39,15,31,95039,1,10609,17037,41604,44808
3076,26,0,85,95616,2,11815,21137,42182,21391
3077,29,-1,62,92672,2,12189,20623,20660,14431
3078,46,21,44,95112,1,11176,16282,32417,45414
3079,38,13,63,92325,3,10181,18631,26123,48676
3080,55,31,23,95616,2,13617,13647,22842,36634
3081,48,22,40,94063,3,11088,16126,34770,64306
3082,36,10,78,95064,2,11073,21647,41619,72163
3083,39,13,40,92122,3,12459,16672,34479,67028
3084,40,16,78,90720,4,13729,15072,32705,13925
3085,26,0,129,90028,3,14467,17186,19817,26681
3086,55,29,71,91311,3,12690,15922,35453,24206
3087,61,35,23,94720,3,12804,15516,20973,51156
3088,57,33,15,94303,2,11449,19786,44941,59260
3089,56,31,28,94720,1,14559,13998,33774,4587
3090,31,5,23,94110,3,10033,18311,33074,29584
3091,61,31,19,91109,1,10033,16443,19853,71166
3092,58,32,42,95020,3,11435,16402,17569,15393
3093,43,18,113,90036,2,13673,22919,43352,64202
3094,29,5,34,90717,4,13112,18297,36662,38831
3095,50,23,19,90272,1,14031,24574,20836,57143
3096,49,25,43,94109,1,13384,22728,34755,20605
3097,43,18,179,94108,3,12461,21893,18037,58400
3098,58,32,44,92182,3,13760,22693,38551,43324
3099,41,16,21,92024,2,13960,15745,38912,28856
3100,65,40,115,92647,1,14480,24739,34727,37698
3101,52,27,81,90024,4,13494,23043,18618,18031
3102,55,31,91,93555,2,14301,14681,44822,48161
3103,49,25,30,90095,4,11465,12507,42575,10843
3104,52,22,55,92129,3,12027,12515,39007,35518
3105,56,31,48,91775,2,10715,14722,34560,51355
3106,30,4,23,94122,4,11147,12663,34369,24959
3107,36,10,21,92084,3,12133,19554,36048,41614
3108,41,17,55,92374,2,14834,19004,23155,15657
3109,42,15,21,95678,3,10319,21519,20957,63702
3110,60,34,40,93940,3,13225,21298,43181,69121
3111,44,20,30,95020,4,10674,15735,32295,60202
3112,34,9,78,90095,3,12541,16767,37043,60677
3113,56,32,65,92677,2,14234,23808,18280,49887
3114,31,5,50,91330,4,14875,14248,20256,72326
3115,29,4,55,90024,4,10717,17338,28755,35330
3116,31,5,111,94305,2,12282,13487,22119,34509
3117,36,10,21,92008,3,13897,23558,29270,61156
3118,42,16,65,92614,3,14714,15359,15772,19132
3119,64,39,114,90095,1,13861,15554,20198,27093
3120,61,36,54,91320,3,11756,21414,28914,43232
3121,35,11,75,94542,2,14251,15108,37524,64087
3122,28,2,13,91791,4,10806,14767,34790,74122
3123,38,14,54,90095,2,14645,12539,24944,40776
3124,44,17,22,94546,3,12072,21737,17983,30180
3125,45,20,198,95053,2,10901,18627,28158,20771
3126,46,20,18,92521,1,13351,18834,34410,33100
3127,57,32,74,92780,4,13384,22565,32367,39699
3128,40,14,61,94539,4,12457,14424,31695,10773
3129,38,12,64,94115,2,12225,22395,29880,62895
3130,39,14,10,92705,2,14018,12701,17475,33311
3131,23,-2,82,92152,2,12402,17672,25680,23868
3132,47,22,61,94025,3,12252,12511,28203,67108
3133,32,7,83,94302,2,12781,20476,36818,41905
3134,30,5,73,93711,3,11035,24338,16981,26098
3135,54,30,22,95060,2,13062,18257,27404,31134
3136,25,0,91,95039,2,13448,19568,31656,20224
3137,60,34,65,95354,3,14772,24646,43146,58384
3138,61,36,13,91711,3,11066,18982,31511,70803
3139,36,11,103,93555,1,11122,20781,16177,60087
3140,52,26,95,92130,1,14394,20138,16537,68995
3141,33,7,31,94303,4,10454,23776,35785,33500
3142,57,31,131,90405,3,12947,23147,43553,46076
3143,34,8,175,95051,4,11386,17292,44733,31530
3144,50,24,38,91105,4,12174,15366,35750,46353
3145,43,18,104,91711,3,10342,22619,26848,33975
3146,34,10,114,94305,3,14405,15016,41189,31540
3147,26,1,38,91910,4,14289,19573,32314,70545
3148,26,0,30,94024,4,12643,24756,37386,71046
3149,48,22,19,95616,2,14733,15130,35465,51917
3150,49,25,25,95192,4,10922,23480,29636,6517
3151,47,22,124,90027,4,12090,17116,21209,8888
3152,43,19,20,94110,3,12993,12535,19245,53757
3153,40,15,83,90275,1,14654,22648,26738,17090
3154,31,5,18,94111,4,11041,13408,38227,10739
3155,27,1,99,94305,1,10569,22714,43234,22865
3156,55,29,62,92626,3,12292,21063,41035,50314
3157,54,30,24,92647,1,12539,16826,36272,6789
3158,23,-1,13,94720,4,14506,12794,41388,17099
3159,54,28,64,90095,2,13699,17192,38104,62151
3160,57,33,62,92831,3,10406,16333,16235,6774
3161,41,15,158,94304,1,13051,13837,19514,34811
3162,28,4,88,94024,1,13846,20437,20731,18645
3163,33,7,28,94109,4,13574,20844,17557,68097
3164,51,27,52,94132,2,10304,22275,17950,3950
3165,28,4,82,95136,4,10296,19806,21104,41311
3166,63,37,140,91711,2,11162,20999,37346,11043
3167,29,4,80,90028,1,11004,18243,27368,48071
3168,62,38,58,94720,4,12808,15847,17109,24919
3169,51,25,180,94701,1,14305,15479,18922,71804
3170,52,28,55,94608,1,10120,14995,43842,65299
